type,amount,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
TRANSFER,453185.94,49661.0,0.0,C2047997211,0.0,453185.94,0,0
PAYMENT,1724.53,55971.0,54246.47,M2116090352,0.0,0.0,0,0
CASH_IN,117836.84,3176588.71,3294425.55,C2130001168,1117112.66,999275.82,0,0
CASH_OUT,344527.83,0.0,0.0,C1861570567,1272073.91,1616601.73,0,0
CASH_IN,162095.36,4507531.32,4669626.69,C640431031,699011.85,536916.48,0,0
CASH_IN,219965.17,4331351.24,4551316.4,C475423375,446152.74,406694.22,0,0
CASH_OUT,124264.8,282054.3,157789.5,C1055404898,1252987.05,1377251.85,0,0
CASH_OUT,518676.41,0.0,0.0,C2084905045,2163211.89,2681888.3,0,0
PAYMENT,4311.29,0.0,0.0,M38352576,0.0,0.0,0,0
CASH_OUT,447888.9,0.0,0.0,C1181068669,1823948.26,2271837.17,0,0
PAYMENT,24668.54,107.0,0.0,M784447372,0.0,0.0,0,0
CASH_OUT,127753.19,0.0,0.0,C74148814,2088540.78,2216293.96,0,0
CASH_IN,242516.72,1976024.63,2218541.35,C539979734,403953.58,161436.86,0,0
CASH_IN,46282.8,107332.02,153614.82,C1291253720,6531127.48,6484844.68,0,0
CASH_IN,48454.09,26357.0,74811.09,C743556950,18336.23,0.0,0,0
PAYMENT,2812.86,0.0,0.0,M1518422930,0.0,0.0,0,0
PAYMENT,2361.73,20001.0,17639.27,M1978996433,0.0,0.0,0,0
CASH_IN,32031.45,45136.0,77167.45,C1631163739,153158.41,121126.96,0,0
CASH_IN,505985.06,30024.0,536009.06,C1976064650,0.0,0.0,0,0
CASH_IN,338821.66,12500258.89,12839080.55,C1263149419,413490.32,74668.65,0,0
PAYMENT,30717.43,0.0,0.0,M1175644535,0.0,0.0,0,0
PAYMENT,5760.71,0.0,0.0,M164134416,0.0,0.0,0,0
CASH_IN,19134.32,3020020.14,3039154.45,C1532004523,920659.67,901525.36,0,0
CASH_IN,57454.86,20161.0,77615.86,C9663130,0.0,0.0,0,0
PAYMENT,18257.61,0.0,0.0,M1025090179,0.0,0.0,0,0
CASH_IN,174735.59,853.0,175588.59,C1006023393,0.0,0.0,0,0
CASH_IN,439396.9,576141.84,1015538.74,C232933235,1582411.93,988908.57,0,0
PAYMENT,7689.29,844536.0,836846.71,M1310605613,0.0,0.0,0,0
CASH_OUT,135125.17,80728.0,0.0,C1476006401,328442.19,463567.36,0,0
PAYMENT,8343.79,125.0,0.0,M1308053497,0.0,0.0,0,0
CASH_OUT,31410.03,4231.53,0.0,C1000534848,2477141.85,2508551.88,0,0
CASH_OUT,115859.75,11205.0,0.0,C1420106412,247355.78,363215.53,0,0
PAYMENT,1099.78,0.0,0.0,M1285562721,0.0,0.0,0,0
PAYMENT,7376.64,280299.1,272922.46,M1529021032,0.0,0.0,0,0
CASH_OUT,261368.04,1101.0,0.0,C587699016,196286.98,457655.02,0,0
CASH_IN,197633.21,76841.0,274474.21,C1844435149,0.0,0.0,0,0
CASH_IN,169141.16,8888731.65,9057872.8,C170592741,946037.3,1237855.67,0,0
PAYMENT,12942.16,20914.0,7971.84,M1351294448,0.0,0.0,0,0
PAYMENT,10647.26,76717.0,66069.74,M1616033041,0.0,0.0,0,0
TRANSFER,118912.11,0.0,0.0,C1339257929,291292.8,410204.91,0,0
CASH_IN,88670.73,2857440.24,2946110.97,C1656385321,400079.02,311408.29,0,0
CASH_OUT,65154.15,0.0,0.0,C1075949272,1585278.34,1650432.48,0,0
CASH_IN,215089.3,21594.0,236683.3,C404261902,1250057.34,1034968.04,0,0
PAYMENT,12530.37,0.0,0.0,M957465427,0.0,0.0,0,0
CASH_OUT,309270.87,0.0,0.0,C60170477,938891.89,1248162.76,0,0
PAYMENT,27099.66,85058.37,57958.71,M676297447,0.0,0.0,0,0
CASH_IN,23412.59,130847.0,154259.59,C704024200,10685293.59,10766838.1,0,0
CASH_OUT,340338.7,0.0,0.0,C884342977,2019618.81,2359957.51,0,0
PAYMENT,5300.08,102175.0,96874.92,M256216569,0.0,0.0,0,0
CASH_IN,255554.53,4495.0,260049.53,C1068136754,5855418.4,5599863.87,0,0
PAYMENT,1243.79,54340.0,53096.21,M273188791,0.0,0.0,0,0
CASH_OUT,19099.49,255.0,0.0,C1210741331,0.0,19099.49,0,0
CASH_OUT,77245.93,0.0,0.0,C810618391,304143.54,381389.47,0,0
PAYMENT,6371.64,142166.5,135794.86,M677355026,0.0,0.0,0,0
CASH_OUT,592197.89,51780.0,0.0,C1211991535,0.0,592197.89,0,0
PAYMENT,1116.62,312.0,0.0,M1109709627,0.0,0.0,0,0
CASH_IN,74470.18,12594.0,87064.18,C95418869,0.0,0.0,0,0
CASH_IN,89049.38,6631320.77,6720370.16,C770304828,1588620.62,1499571.24,0,0
PAYMENT,850.31,0.0,0.0,M1271839110,0.0,0.0,0,0
CASH_IN,221930.46,598670.0,820600.46,C62553273,76655.22,0.0,0,0
CASH_OUT,252914.89,31320.0,0.0,C1554918230,0.0,207271.91,0,0
PAYMENT,2328.89,20509.0,18180.11,M876439630,0.0,0.0,0,0
CASH_OUT,250905.84,90377.0,0.0,C999223623,278822.97,529728.81,0,0
CASH_IN,13277.04,2071426.74,2084703.78,C1802349628,147372.71,134095.67,0,0
CASH_OUT,15990.04,49511.0,33520.96,C1701716619,531512.4,448875.92,0,0
CASH_IN,41588.51,20552443.09,20594031.6,C153668595,1923591.43,1882002.92,0,0
TRANSFER,832472.61,42341.0,0.0,C383886401,2258260.08,3090732.69,0,0
CASH_IN,358468.63,4307542.53,4666011.16,C1418109396,5497506.5,5139037.86,0,0
PAYMENT,25116.54,0.0,0.0,M1248967998,0.0,0.0,0,0
CASH_IN,288306.35,1491538.22,1779844.57,C721839944,335181.66,46875.31,0,0
PAYMENT,6318.69,28141.0,21822.31,M727595583,0.0,0.0,0,0
PAYMENT,220.46,49647.0,49426.54,M933357020,0.0,0.0,0,0
CASH_IN,18974.98,946344.69,965319.67,C204743045,17696203.89,17677228.91,0,0
CASH_OUT,157709.29,0.0,0.0,C821921861,841804.99,999514.28,0,0
CASH_OUT,33229.67,0.0,0.0,C34970540,3548334.33,3581564.0,0,0
PAYMENT,12.15,215237.35,215225.2,M160080903,0.0,0.0,0,0
CASH_IN,87318.61,1489096.3,1576414.91,C1036975556,1868891.03,1781572.42,0,0
PAYMENT,8260.09,1306.0,0.0,M1261151665,0.0,0.0,0,0
PAYMENT,3718.48,303329.99,299611.51,M2133703266,0.0,0.0,0,0
CASH_OUT,294750.73,107895.0,0.0,C890534829,820090.28,1114841.01,0,0
PAYMENT,402.7,49521.0,49118.3,M617077237,0.0,0.0,0,0
PAYMENT,5463.31,471016.37,465553.07,M2042703054,0.0,0.0,0,0
CASH_OUT,198814.36,52375.0,0.0,C43253213,0.0,198814.36,0,0
CASH_OUT,286049.54,0.0,0.0,C1013031913,13181900.97,13467950.51,0,0
CASH_OUT,262157.77,0.0,0.0,C1440114352,1142219.31,1404377.08,0,0
PAYMENT,12016.45,0.0,0.0,M274382311,0.0,0.0,0,0
CASH_OUT,228335.9,16397.0,0.0,C519975137,1146864.97,1375200.87,0,0
DEBIT,13749.17,1111.0,0.0,C88272072,2435716.18,2449465.36,0,0
PAYMENT,21289.77,0.0,0.0,M1013990901,0.0,0.0,0,0
PAYMENT,24862.88,0.0,0.0,M996117608,0.0,0.0,0,0
CASH_OUT,240351.12,0.0,0.0,C2118458910,2928331.96,3168683.08,0,0
PAYMENT,6317.14,0.0,0.0,M241255379,0.0,0.0,0,0
CASH_OUT,577938.72,0.0,0.0,C974794980,4356166.65,4934105.37,0,0
CASH_OUT,66560.6,13605.0,0.0,C1377225900,105656.79,172217.39,0,0
CASH_IN,71956.22,6850801.16,6922757.38,C2051986994,541319.62,469363.4,0,0
PAYMENT,43177.93,443483.52,400305.6,M1878765755,0.0,0.0,0,0
PAYMENT,14325.34,161548.0,147222.66,M1085146887,0.0,0.0,0,0
TRANSFER,144715.07,11673.0,0.0,C1711088061,4268331.07,4413046.14,0,0
CASH_OUT,26833.36,29099.0,2265.64,C346885727,43914.1,70747.47,0,0
CASH_OUT,322626.24,0.0,0.0,C129529297,716613.19,1531421.7,0,0
PAYMENT,8125.66,5426.0,0.0,M88309039,0.0,0.0,0,0
CASH_IN,270970.47,2904748.75,3175719.22,C516355852,276251.95,5281.48,0,0
CASH_IN,110839.55,18864497.58,18975337.13,C447073549,170846.62,60007.07,0,0
CASH_OUT,17375.4,0.0,0.0,C1976598757,2242416.7,2259792.1,0,0
CASH_OUT,2422.22,0.0,0.0,C1641631481,544221.99,546644.22,0,0
CASH_OUT,256617.86,40771.0,0.0,C480896098,0.0,256617.86,0,0
PAYMENT,7982.27,8078.0,95.73,M1727749050,0.0,0.0,0,0
CASH_OUT,212147.76,0.0,0.0,C83757080,237096.44,449244.2,0,0
CASH_OUT,50096.31,20936.0,0.0,C1442203187,0.0,50096.31,0,0
PAYMENT,13384.43,165424.0,152039.57,M223036172,0.0,0.0,0,0
PAYMENT,15565.08,0.0,0.0,M810486196,0.0,0.0,0,0
CASH_OUT,73758.12,29704.0,0.0,C164068556,17774515.28,18534570.68,0,0
CASH_OUT,284161.43,8789.0,0.0,C1358652608,0.0,284161.43,0,0
TRANSFER,2953358.38,0.0,0.0,C246175691,8065489.15,11018847.53,0,0
CASH_OUT,150102.23,40194.0,0.0,C1477089094,1413746.58,2157906.75,0,0
PAYMENT,14809.27,3036.0,0.0,M1166306016,0.0,0.0,0,0
CASH_OUT,164719.36,52088.0,0.0,C1990600670,0.0,164719.36,0,0
PAYMENT,4667.85,5084.0,416.15,M26649930,0.0,0.0,0,0
PAYMENT,1031.82,0.0,0.0,M1638389516,0.0,0.0,0,0
CASH_OUT,151976.97,0.0,0.0,C411781360,168172.6,320149.57,0,0
CASH_OUT,248518.1,8094.51,0.0,C2036791881,3299227.58,3547745.68,0,0
CASH_IN,89839.94,2643383.0,2733222.93,C1713505653,134576.66,44736.73,0,0
PAYMENT,5389.39,41660.0,36270.61,M45627641,0.0,0.0,0,0
CASH_OUT,10293.56,10507.0,213.44,C61063211,1566188.91,1208876.71,0,0
CASH_OUT,73325.95,0.0,0.0,C1343736153,2369123.69,2216739.74,0,0
PAYMENT,16175.38,33580.38,17405.0,M1464235104,0.0,0.0,0,0
CASH_OUT,55504.34,109961.13,54456.79,C1575931789,32952.47,88456.81,0,0
CASH_OUT,32180.79,0.0,0.0,C1767758132,1984851.03,2017031.82,0,0
CASH_OUT,223153.42,0.0,0.0,C1705154599,603857.04,827010.47,0,0
PAYMENT,6887.61,326933.31,320045.7,M828079002,0.0,0.0,0,0
CASH_OUT,262386.2,0.0,0.0,C571643031,13413588.79,13675974.99,0,0
PAYMENT,1865.99,0.0,0.0,M637492361,0.0,0.0,0,0
CASH_IN,198091.28,707691.13,905782.41,C981835975,1015064.89,816973.61,0,0
CASH_IN,127014.29,19430.0,146444.29,C396553817,112918.79,0.0,0,0
CASH_OUT,182206.02,0.0,0.0,C399700682,4059354.85,4241560.86,0,0
CASH_OUT,96636.4,38226.0,0.0,C468930020,417661.23,514297.63,0,0
PAYMENT,24966.53,7831.01,0.0,M634650041,0.0,0.0,0,0
CASH_OUT,167341.25,31950.0,0.0,C1938246609,0.0,167341.25,0,0
CASH_OUT,120864.86,11287.0,0.0,C1406356697,0.0,120864.86,0,0
CASH_OUT,213319.73,0.0,0.0,C276749517,400224.56,613544.29,0,0
CASH_OUT,119774.22,28039.0,0.0,C265287808,326325.36,446099.58,0,0
PAYMENT,45745.06,58422.69,12677.63,M1287471083,0.0,0.0,0,0
PAYMENT,12346.03,436549.0,424202.97,M534382589,0.0,0.0,0,0
CASH_IN,33230.15,907.0,34137.15,C1935472920,1206315.82,1173085.67,0,0
PAYMENT,21317.83,173.0,0.0,M1762558451,0.0,0.0,0,0
PAYMENT,2663.13,606.0,0.0,M1676530268,0.0,0.0,0,0
PAYMENT,16773.66,395486.19,378712.53,M608964930,0.0,0.0,0,0
CASH_OUT,34220.82,0.0,0.0,C1789550256,14871703.7,14905924.51,0,0
CASH_OUT,99717.41,41759.0,0.0,C705971916,0.0,99717.41,0,0
CASH_IN,53932.16,69803.0,123735.16,C958850301,58309.11,4376.95,0,0
PAYMENT,8498.39,1092.0,0.0,M1299209357,0.0,0.0,0,0
CASH_IN,182499.28,11291856.27,11474355.54,C1026132440,12021418.8,11838919.52,0,0
TRANSFER,629184.47,772683.09,143498.61,C1455689318,854852.26,1484036.73,0,0
CASH_OUT,5618.16,0.0,0.0,C1896892753,24748.34,30366.5,0,0
PAYMENT,2096.15,32791.0,30694.85,M155045054,0.0,0.0,0,0
PAYMENT,8020.01,0.0,0.0,M1374160419,0.0,0.0,0,0
PAYMENT,13867.7,20399.0,6531.3,M1394388823,0.0,0.0,0,0
CASH_OUT,236716.25,0.0,0.0,C54618218,413771.58,650487.83,0,0
CASH_IN,103218.93,106746.0,209964.93,C309183975,31316.43,0.0,0,0
PAYMENT,7029.9,219229.51,212199.6,M806559192,0.0,0.0,0,0
CASH_OUT,29066.84,0.0,0.0,C373928166,99862.85,128929.7,0,0
CASH_OUT,287729.54,0.0,0.0,C695417899,5429766.06,5717495.6,0,0
PAYMENT,32979.61,206092.86,173113.25,M1305091036,0.0,0.0,0,0
CASH_OUT,86057.27,8100.0,0.0,C1089094105,0.0,133550.54,0,0
CASH_OUT,313540.97,0.0,0.0,C2040757807,343234.69,656775.66,0,0
PAYMENT,20409.34,61978.09,41568.74,M2098841652,0.0,0.0,0,0
CASH_OUT,123865.27,65131.0,0.0,C946971381,903605.19,1027470.46,0,0
CASH_IN,135098.85,9572.0,144670.85,C327211351,20137.56,0.0,0,0
PAYMENT,1261.74,0.0,0.0,M713857245,0.0,0.0,0,0
TRANSFER,954047.5,0.0,0.0,C831897456,1870883.91,2824931.41,0,0
PAYMENT,10709.81,393702.71,382992.9,M506346803,0.0,0.0,0,0
PAYMENT,10638.68,225241.0,214602.32,M531778970,0.0,0.0,0,0
CASH_IN,195297.83,7327847.94,7523145.78,C210701824,745497.83,550200.0,0,0
PAYMENT,8621.12,67333.44,58712.32,M1486515293,0.0,0.0,0,0
CASH_OUT,59219.29,21996.0,0.0,C1418655197,18894.09,78113.39,0,0
CASH_OUT,280830.36,0.0,0.0,C1949303102,508412.94,789243.31,0,0
CASH_OUT,57142.34,52359.0,0.0,C87225024,2616269.8,2673412.14,0,0
PAYMENT,28398.23,0.0,0.0,M1860346016,0.0,0.0,0,0
PAYMENT,12771.63,0.0,0.0,M356329824,0.0,0.0,0,0
PAYMENT,27195.23,650915.0,623719.77,M918508893,0.0,0.0,0,0
CASH_OUT,188149.38,377972.76,189823.38,C1215968448,4446812.66,4634962.03,0,0
PAYMENT,3333.99,0.0,0.0,M652448425,0.0,0.0,0,0
CASH_OUT,81790.58,14.0,0.0,C1822946962,36277.07,118067.65,0,0
CASH_OUT,122872.97,0.0,0.0,C1475998599,1247888.82,1937745.63,0,0
PAYMENT,25414.38,0.0,0.0,M1627889642,0.0,0.0,0,0
CASH_IN,67764.6,492373.78,560138.38,C1880451753,894178.93,826414.33,0,0
CASH_OUT,72655.55,1083.0,0.0,C2092198626,594784.76,667440.31,0,0
TRANSFER,674276.26,0.0,0.0,C910756398,5152232.92,5826509.19,0,0
CASH_IN,184094.84,10546300.78,10730395.62,C1412065547,5256712.83,5072617.99,0,0
CASH_IN,60368.64,1362352.28,1422720.93,C818688321,525136.7,479774.48,0,0
PAYMENT,4660.31,21588.0,16927.69,M1219562779,0.0,0.0,0,0
CASH_OUT,158086.27,15724.0,0.0,C1056250695,0.0,219149.51,0,0
CASH_IN,136549.2,1297397.11,1433946.32,C2120621289,365606.23,229057.03,0,0
PAYMENT,4875.87,6988.0,2112.13,M1261310843,0.0,0.0,0,0
CASH_OUT,199618.96,75674.54,0.0,C1483155894,387741.17,587360.13,0,0
PAYMENT,22555.76,0.0,0.0,M1563096374,0.0,0.0,0,0
PAYMENT,5997.03,21850.0,15852.97,M761079372,0.0,0.0,0,0
CASH_OUT,18392.02,0.0,0.0,C1377350637,1949580.16,1967972.18,0,0
CASH_OUT,261338.68,60410.0,0.0,C1557081111,1137410.76,1398749.44,0,0
CASH_OUT,175215.76,21778.0,0.0,C1476296599,91493.3,266709.07,0,0
CASH_OUT,146636.64,25432.0,0.0,C2025913636,893396.4,1040033.04,0,0
CASH_IN,40113.88,748991.52,789105.41,C1904718611,487686.59,447572.71,0,0
PAYMENT,17975.66,3909.49,0.0,M2141734762,0.0,0.0,0,0
PAYMENT,10768.37,0.0,0.0,M1412279426,0.0,0.0,0,0
CASH_IN,267900.7,1231495.34,1499396.05,C1840610399,1418585.53,1150684.83,0,0
CASH_IN,128860.62,6198346.46,6327207.08,C672221289,278156.3,149295.69,0,0
TRANSFER,722189.04,0.0,0.0,C1071835361,1632609.07,2354798.12,0,0
CASH_IN,122920.21,357701.99,480622.2,C1106936564,0.0,0.0,0,0
CASH_IN,158134.63,19966.0,178100.63,C1601088633,403049.16,195555.01,0,0
PAYMENT,1194.09,20971.0,19776.91,M1479920961,0.0,0.0,0,0
TRANSFER,3511784.91,0.0,0.0,C700399914,9401398.52,12913183.43,0,0
CASH_OUT,169508.84,304.0,0.0,C1760016864,572810.04,742318.88,0,0
CASH_OUT,394255.01,30659.0,0.0,C285778272,1583101.81,2061818.05,0,0
CASH_OUT,117730.4,65325.0,0.0,C1750350968,0.0,117730.4,0,0
PAYMENT,1813.23,20328.0,18514.77,M712095031,0.0,0.0,0,0
CASH_OUT,361469.01,40151.0,0.0,C470149598,1794044.2,2155513.21,0,0
TRANSFER,894429.87,8655.0,0.0,C2068683600,32777.19,927207.06,0,0
CASH_OUT,96124.95,0.0,0.0,C1459394527,1757506.17,1853631.12,0,0
CASH_IN,115697.48,24532744.82,24648442.31,C318179364,5300445.55,5184748.07,0,0
PAYMENT,8382.07,1059.0,0.0,M860179282,0.0,0.0,0,0
CASH_OUT,87256.28,0.0,0.0,C2069134221,229377.74,316634.02,0,0
CASH_OUT,399950.71,31.0,0.0,C1954007489,925227.41,1325178.12,0,0
CASH_IN,107366.64,101248.0,208614.64,C1146579007,2596628.01,2489261.37,0,0
CASH_OUT,25499.88,70693.0,45193.12,C1899547784,0.0,25499.88,0,0
TRANSFER,222241.62,0.0,0.0,C1092797594,4710839.01,4933080.63,0,0
PAYMENT,4593.44,4644.0,50.56,M423757476,0.0,0.0,0,0
TRANSFER,274911.35,49315.0,0.0,C1410836557,209067.48,483978.83,0,0
CASH_IN,44493.55,13656724.55,13701218.1,C744393572,283538.66,239045.11,0,0
PAYMENT,32708.6,0.0,0.0,M1345735377,0.0,0.0,0,0
CASH_IN,263637.31,716975.08,980612.38,C1151569943,313774.38,50137.07,0,0
TRANSFER,826245.93,29187.57,0.0,C497066943,2481202.36,3307448.29,0,0
CASH_IN,385408.75,1315946.26,1701355.01,C449568260,3756803.32,3371394.57,0,0
PAYMENT,26742.14,68107.0,41364.86,M743308454,0.0,0.0,0,0
CASH_OUT,409702.54,9149.0,0.0,C353491322,710651.53,1120354.07,0,0
CASH_OUT,222804.45,205127.0,0.0,C1241363878,358736.23,827885.59,0,0
CASH_IN,146641.42,7381303.62,7527945.04,C517055667,10434162.48,10287521.06,0,0
PAYMENT,2780.46,4113.0,1332.54,M626432139,0.0,0.0,0,0
CASH_OUT,99325.33,138.0,0.0,C938029714,0.0,99325.33,0,0
CASH_OUT,93350.59,12214.0,0.0,C608284094,36545171.54,36638522.13,0,0
TRANSFER,10000000.0,1308.0,0.0,C843255473,156625.06,10879586.63,0,0
CASH_OUT,80280.64,0.0,0.0,C350885883,351935.68,432216.32,0,0
PAYMENT,6819.52,172199.31,165379.78,M1285369214,0.0,0.0,0,0
CASH_OUT,330825.32,0.0,0.0,C257329162,10115880.97,10446706.29,0,0
PAYMENT,40564.14,203593.6,163029.46,M434478578,0.0,0.0,0,0
CASH_OUT,131871.18,0.0,0.0,C1925641351,256034.33,387905.51,0,0
CASH_IN,62845.99,13860015.49,13922861.48,C136833704,545862.82,483016.83,0,0
CASH_IN,253345.04,2652482.95,2905827.99,C1169320331,4693827.7,4440482.66,0,0
CASH_OUT,93485.89,0.0,0.0,C1558341816,175912.5,269398.4,0,0
CASH_OUT,357094.14,153605.0,0.0,C2002224514,4643000.48,5000094.61,0,0
CASH_OUT,104753.59,22293.0,0.0,C696216513,20811.0,728184.17,0,0
PAYMENT,5005.77,0.0,0.0,M1374730421,0.0,0.0,0,0
TRANSFER,1028578.19,0.0,0.0,C1857973586,3493685.7,4522263.89,0,0
PAYMENT,5195.06,12674.89,7479.83,M942787392,0.0,0.0,0,0
CASH_IN,361159.88,14169187.35,14530347.23,C393310219,1982047.29,1620887.4,0,0
CASH_OUT,42657.92,0.0,0.0,C1553483677,1062361.93,1105019.85,0,0
TRANSFER,403265.32,1173.0,0.0,C997044540,1068316.26,1471581.57,0,0
PAYMENT,31490.83,44059.03,12568.2,M863313661,0.0,0.0,0,0
CASH_IN,166164.56,561881.96,728046.51,C1387382816,794653.98,628489.43,0,0
PAYMENT,32366.53,475697.05,443330.51,M788394654,0.0,0.0,0,0
CASH_IN,181579.76,5949882.06,6131461.82,C366699786,480279.45,298699.69,0,0
CASH_OUT,96472.83,0.0,0.0,C957368442,140695.55,237168.37,0,0
CASH_OUT,216732.8,55544.0,0.0,C991028193,151791.79,368524.59,0,0
TRANSFER,959923.14,0.0,0.0,C1967371409,6855755.18,7815678.33,0,0
PAYMENT,12043.95,0.0,0.0,M1253245576,0.0,0.0,0,0
CASH_OUT,109572.28,0.0,0.0,C653147284,7205305.38,7314877.66,0,0
PAYMENT,7737.64,31120.0,23382.36,M1880021689,0.0,0.0,0,0
CASH_IN,143402.3,11222.0,154624.3,C1188051101,0.0,0.0,0,0
PAYMENT,5259.81,35194.28,29934.47,M305038539,0.0,0.0,0,0
PAYMENT,42800.38,0.0,0.0,M316902585,0.0,0.0,0,0
CASH_OUT,146614.93,0.0,0.0,C199199629,683366.8,829981.73,0,0
CASH_IN,103238.71,3661415.01,3764653.73,C1657398992,2435637.32,2332398.6,0,0
PAYMENT,1440.46,0.0,0.0,M1792943850,0.0,0.0,0,0
CASH_OUT,153159.3,43406.0,0.0,C619293428,2476543.8,2629703.1,0,0
CASH_OUT,42841.34,0.0,0.0,C1630881387,2116519.88,2159361.21,0,0
PAYMENT,10294.83,479.0,0.0,M868841166,0.0,0.0,0,0
CASH_IN,34116.4,40163.0,74279.4,C287929859,0.0,0.0,0,0
CASH_OUT,477912.82,0.0,0.0,C803134312,2386431.37,2864344.19,0,0
PAYMENT,18023.08,1066364.91,1048341.82,M1950454447,0.0,0.0,0,0
CASH_OUT,288897.96,0.0,0.0,C81077971,1479953.13,1768851.09,0,0
CASH_IN,330074.49,320277.14,650351.63,C1664449497,375843.21,45768.72,0,0
CASH_OUT,225515.77,0.0,0.0,C1965336972,239073.33,464589.09,0,0
CASH_IN,224345.04,1188730.91,1413075.95,C302480236,2208112.19,1983767.15,0,0
PAYMENT,12408.75,0.0,0.0,M2140369690,0.0,0.0,0,0
PAYMENT,16771.58,0.0,0.0,M2038158441,0.0,0.0,0,0
TRANSFER,586133.87,30776.0,0.0,C611615777,0.0,586133.87,0,0
TRANSFER,1239014.5,0.0,0.0,C1788480480,3143074.53,4382089.04,0,0
CASH_OUT,37783.7,40315.2,2531.5,C1071034641,1366449.04,1404232.73,0,0
PAYMENT,5505.0,0.0,0.0,M1855354531,0.0,0.0,0,0
CASH_IN,15838.04,2044.0,17882.04,C452545529,2588344.46,2572506.43,0,0
CASH_OUT,114060.56,20795.0,0.0,C1254851574,0.0,114060.56,0,0
CASH_IN,118777.21,24694699.73,24813476.94,C334560809,214558.76,95781.55,0,0
CASH_OUT,14913.21,22576.0,7662.79,C273111551,0.0,14913.21,0,0
CASH_OUT,144448.44,0.0,0.0,C1339108040,327177.66,471626.09,0,0
CASH_OUT,121400.74,0.0,0.0,C2103838073,8279904.63,8401305.37,0,0
CASH_OUT,219678.48,76805.0,0.0,C771576710,0.0,219678.48,0,0
CASH_OUT,90243.74,0.0,0.0,C246402911,284042.0,374285.74,0,0
CASH_OUT,124689.86,0.0,0.0,C1622613255,4233232.81,4357922.67,0,0
PAYMENT,4410.88,0.0,0.0,M533645379,0.0,0.0,0,0
CASH_IN,27736.22,2317524.74,2345260.96,C394826373,651987.11,624250.9,0,0
PAYMENT,5119.31,132019.64,126900.33,M1942385249,0.0,0.0,0,0
CASH_OUT,2376.27,43801.0,41424.73,C1151514244,16025.73,18402.0,0,0
PAYMENT,2773.66,11237.0,8463.34,M1326729249,0.0,0.0,0,0
PAYMENT,16380.97,0.0,0.0,M459787816,0.0,0.0,0,0
TRANSFER,7353146.19,112809.31,0.0,C642992320,7458556.87,14811703.06,0,0
CASH_OUT,540343.05,19994.0,0.0,C1826078823,1205744.32,1746087.37,0,0
CASH_OUT,98446.07,100690.0,2243.93,C333432036,78301.45,176747.52,0,0
CASH_OUT,64945.6,0.0,0.0,C298329001,88948.99,153894.59,0,0
PAYMENT,13132.24,0.0,0.0,M367924059,0.0,0.0,0,0
CASH_IN,178977.4,10640.0,189617.4,C444291485,297367.0,98639.89,0,0
CASH_OUT,406988.59,0.0,0.0,C639484785,3270302.02,3677290.61,0,0
CASH_OUT,92403.31,0.0,0.0,C931681473,2273440.32,2365843.63,0,0
PAYMENT,4388.13,0.0,0.0,M280276576,0.0,0.0,0,0
PAYMENT,1321.17,618.0,0.0,M178278148,0.0,0.0,0,0
CASH_OUT,561751.0,1849.0,0.0,C222349066,197867.53,1236453.9,0,0
CASH_IN,523989.74,1185.0,525174.74,C263789425,24229354.3,23705364.56,0,0
CASH_OUT,143756.93,0.0,0.0,C1117694242,2819099.45,2962856.38,0,0
CASH_OUT,128196.9,0.0,0.0,C728846425,1823803.74,1952000.64,0,0
CASH_IN,43830.74,2953418.08,2997248.82,C1417463447,378565.14,334734.4,0,0
PAYMENT,34729.96,2678.0,0.0,M1496555427,0.0,0.0,0,0
PAYMENT,6215.46,247989.0,241773.54,M1314344856,0.0,0.0,0,0
CASH_IN,386132.92,24812.0,410944.92,C793116596,7925726.75,7539593.82,0,0
CASH_IN,85566.71,15035.32,100602.03,C1174627871,495506.87,409940.16,0,0
CASH_OUT,38914.53,13232.0,0.0,C2036393827,1182978.45,1221892.98,0,0
CASH_OUT,259268.87,0.0,0.0,C1948260496,1618733.54,1878002.41,0,0
CASH_OUT,62042.99,0.0,0.0,C1256897200,128170.03,190213.02,0,0
PAYMENT,34241.14,51533.0,17291.86,M143925560,0.0,0.0,0,0
PAYMENT,14148.03,0.0,0.0,M1857439968,0.0,0.0,0,0
CASH_IN,72191.44,52150.0,124341.44,C1257910660,116821.02,44629.58,0,0
PAYMENT,1871.48,0.0,0.0,M1320648016,0.0,0.0,0,0
PAYMENT,22577.63,18880.53,0.0,M1708774585,0.0,0.0,0,0
CASH_OUT,84621.11,0.0,0.0,C140301509,92973.79,177594.9,0,0
PAYMENT,9830.79,0.0,0.0,M860044752,0.0,0.0,0,0
TRANSFER,80448.27,21024.0,0.0,C894024911,14532937.2,14613385.46,0,0
CASH_OUT,432683.22,99058.0,0.0,C1880703276,0.0,432683.22,0,0
PAYMENT,11643.85,99669.0,88025.15,M1982032169,0.0,0.0,0,0
TRANSFER,4522471.71,0.0,0.0,C1234389458,4775531.64,9298003.36,0,0
PAYMENT,6012.89,256.0,0.0,M1886918542,0.0,0.0,0,0
PAYMENT,7866.48,0.0,0.0,M2017001528,0.0,0.0,0,0
CASH_IN,153423.09,825083.0,978506.09,C342229312,17481.7,0.0,0,0
CASH_OUT,25354.71,0.0,0.0,C779022502,1361697.5,1387052.2,0,0
